index,category,split,prediction,answer,correct,logit_A,logit_B,logit_C,logit_D,question
21,high_school_statistics,test,C,D,0,24.25,24.625,27.25,24.75,Which of these explains why t should be used instead of z for inference procedures for means.
22,high_school_statistics,test,A,C,0,26.0,25.75,25.75,26.0,Which of the following is least likely to reduce bias in a sample survey?
23,high_school_statistics,test,D,B,0,24.5,25.125,24.125,25.25,"For their first exam, students in an AP Statistics class studied an average of 4 hours with a standard deviation of 1 hour. Almost everyone did poorly on the exam, and so for the second exam every student studied 10 hours. What is the correlation between the numbers of hours students studied for each exam?"
24,high_school_statistics,test,B,A,0,24.75,27.5,25.25,25.625,"The appraised values of houses in a city have a mean of $125,000 with a standard deviation of $23,000. Because of a new teachers' contract, the school district needs an extra 10% in funds compared to the previous year. To raise this additional money, the city instructs the assessment office to raise all appraised house values by $5,000. What will be the new standard deviation of the appraised values of houses in the city?"
25,high_school_statistics,test,B,D,0,22.625,23.875,23.25,23.25,"A large company has offices in two locations, one in New Jersey and one in Utah. The mean salary of office assistants in the New Jersey office is $28,500. The mean salary of office assistants in the Utah office is $22,500. The New Jersey office has 128 office assistants and the Utah office has 32 office assistants. What is the mean salary paid to the office assistants in this company?"
26,high_school_statistics,test,B,A,0,26.375,28.625,26.25,25.625,Which of the following is a false statement about simple random samples?
27,high_school_statistics,test,A,A,1,23.125,23.125,22.875,23.0,A telephone executive instructs an associate to contact 104 customers using their service to obtain their opinions in regard to an idea for a new pricing package. The associate notes the number of customers whose names begin with A and uses a random number table to pick four of these names. She then proceeds to use the same procedure for each letter of the alphabet and combines the 4 × 26 = 104 results into a group to be contacted. Which of the following is a correct conclusion?
28,high_school_statistics,test,D,D,1,22.5,22.5,22.5,22.75,"A company has a choice of three investment schemes. Option I gives a sure $25,000 return on investment. Option II gives a 50% chance of returning $50,000 and a 50% chance of returning $10,000. Option III gives a 5% chance of returning $100,000 and a 95% chance of returning nothing. Which option should the company choose?"
29,high_school_statistics,test,B,D,0,22.75,23.0,22.625,22.25,"A one-sided test of a hypothesis about a population mean, based on a sample of size 14, yields a P-value of 0.075. Which of the following best describes the range of tvalues that would have given this P-value?"
30,high_school_statistics,test,C,D,0,21.75,23.75,23.875,23.125,The president of an online music streaming service whose customers pay a fee wants to gather additional information about customers who have joined in the past 12 months. The company plans to send out an e-mail survey to a sample of current customers with a link that gives participants a month of streaming service for free once the survey has been completed. They know that musical tastes vary by geographical region. Which of the following sample plans would produce the most representative sample of its customers?
31,high_school_statistics,test,B,D,0,23.375,26.125,23.5,24.25,You need to construct a 94% confidence interval for a population proportion. What is the upper critical value of z to be used in constructing this interval?
32,high_school_statistics,test,B,D,0,25.625,26.25,25.0,25.0,"A local school has seven math teachers and seven English teachers. When comparing their mean salaries, which of the following is most appropriate?"
33,high_school_statistics,test,B,D,0,23.0,24.25,23.125,23.5,"A small kiosk at the Atlanta airport carries souvenirs in the price range of $3.99 to $29.99, with a mean price of $14.75. The airport authorities decide to increase the rent charged for a kiosk by 5 percent. To make up for the increased rent, the kiosk owner decides to increase the prices of all items by 50 cents. As a result, which of the following will happen?"
34,high_school_statistics,test,C,A,0,21.375,21.875,22.125,21.75,"The director of a local food bank asks for data on all donations given during the month of November. Of the 100 checks received, the average donation is $155 with a standard deviation of $32. Which of the following is the most appropriate statement?"
35,high_school_statistics,test,D,D,1,24.25,23.875,24.0,24.5,"Which of the following describe/s the central limit theorem? I. The mean of the sampling distribution of x-is the same as the mean of the population. II. The standard deviation of the sampling distribution of x-is the same as the standard deviation of x- divided by the square root of the sample size. III. If the sample size is large, the shape of the sampling distribution of x- is approximately normal."
36,high_school_statistics,test,B,C,0,24.375,25.625,24.875,24.5,"A large city was interested in annexing part of the surrounding county. In a survey conducted by the local newspaper, 58 percent of respondents said they were against the annexation. During the actual vote, not all eligible voters voted, but 56 percent of the respondents voted against the annexation. Which of the following best describes the difference in the percentages obtained from the newspaper poll and the vote itself?"
37,high_school_statistics,test,A,A,1,22.75,22.5,22.0,22.125,"After receiving several complaints from his customers about the store being closed on Sundays, a storekeeper decided to conduct a survey. He randomly selected 100 female customers and 120 male customers, and asked them, ""Are you interested in shopping at this store on Sundays?"" He counted the number of customers answering ""yes"" and constructed a 95 percent confidence interval for the difference by subtracting the proportions of female from the proportion of male customers in favor of shopping on Sundays. The resulting interval was (–0.23, –0.18). Which of the following is a correct interpretation of the interval?"
38,high_school_statistics,test,B,A,0,23.375,30.375,23.25,22.0,Which of the following is the primary difference between an experiment and an observational study?
39,high_school_statistics,test,A,B,0,22.125,22.125,21.5,21.5,"Random variable X is normally distributed, with a mean of 25 and a standard deviation of 4. Which of the following is the approximate interquartile range for this distribution?"
40,high_school_statistics,test,D,D,1,23.75,23.75,23.625,24.0,Which of the following statements about any two events A and B is true?
41,high_school_statistics,test,B,D,0,23.75,24.0,23.625,23.875,"A company has 400 employees. Their mean income is $20,500, and the standard deviation of their incomes is $3,750. The distribution of incomes is normally distributed. How many of the 400 employees do you expect to have an income of between $13,000 and $28,000?"
42,high_school_statistics,test,D,A,0,24.625,23.0,24.125,27.0,"As reported on CNN, in a May 1999 national poll 43% of high school students expressed fear about going to school. Which of the following best describes what is meant by the poll having a margin of error of 5%?"
43,high_school_statistics,test,B,A,0,22.5,28.75,19.75,21.75,Suppose you wish to compare the AP Statistics exam results for the male and female students taking AP Statistics at your high school. Which is the most appropriate technique for gathering the needed data?
44,high_school_statistics,test,D,A,0,24.125,24.375,23.75,24.5,"In one study half of a class were instructed to watch exactly 1 hour of television per day, the other half were told to watch 5 hours per day, and then their class grades were compared. In a second study students in a class responded to a questionnaire asking about their television usage and their class grades."
45,high_school_statistics,test,B,B,1,24.875,25.375,21.875,23.375,"In a high school of 1650 students, 132 have personal investments in the stock market. To estimate the total stock investment by students in this school, two plans are proposed. Plan I would sample 30 students at random, find a confidence interval estimate of their average investment, and then multiply both ends of this interval by 1650 to get an interval estimate of the total investment. Plan II would sample 30 students at random from among the 132 who have investments in the market, find a confidence interval estimate of their average investment, and then multiply both ends of this interval by 132 to get an interval estimate of the total investment. Which is the better plan for estimating the total stock market investment by students in this school?"
46,high_school_statistics,test,B,B,1,24.375,27.0,24.875,24.125,Sampling error occurs
47,high_school_statistics,test,D,C,0,22.75,23.375,23.125,23.5,"The regression analysis of question 20 indicated that ""R-sq = 98.1%."" Which of the following is (are) true? I. There is a strong positive linear relationship between the explanatory and response variables. II. There is a strong negative linear relationship between the explanatory and response variables. III. About 98% of the variation in the response variable can be explained by the regression on the explanatory variable."
48,high_school_statistics,test,D,C,0,23.75,23.75,23.5,25.375,"In a clinic, 50 patients with sleep disorders are randomly assigned to one of two different groups. Patients in one group are given medication before bedtime. Patients in the other group are given blindfolds and played soft music at bedtime. Each patient is attached to a machine that records breathing patterns. From the patterns, it is possible to determine if the patient is awake or asleep. The data will be used to decide which method is more effective in helping patients with sleep disorders. Which of the following statements is correct in the context of this experiment?"
49,high_school_statistics,test,B,D,0,23.25,23.375,22.875,23.0,A study was conducted to test a new style of keyboard in preventing repetitive stress disorders. Volunteers who have had problems with such injuries were randomly assigned to use either a traditional keyboard or the new design. A significance test was conducted with the alternative hypothesis that a smaller proportion of those using the new keyboard will suffer injuries than those using the traditional keyboard. The resulting P-value was 0.07. Which is a correct interpretation of this P-value?
50,high_school_statistics,test,C,D,0,25.5,25.25,26.0,24.75,"A college admissions officer is interested in comparing the SAT math scores of high school applicants who have and have not taken AP Statistics. She randomly pulls the files of five applicants who took AP Statistics and five applicants who did not, and proceeds to run a t-test to compare the mean SAT math scores of the two groups. Which of the following is a necessary assumption?"
51,high_school_statistics,test,C,D,0,22.5,22.625,23.5,23.5,"Given that P(E) = 0.32, P(F) = 0.15, and P(E ∩ F) = 0.048, which of the following is a correct conclusion?"
52,high_school_statistics,test,D,D,1,23.375,23.25,23.25,23.5,A medical research team tests for tumor reduction in a sample of patients using three different dosages of an experimental cancer drug. Which of the following is true?
53,high_school_statistics,test,D,A,0,23.0,23.0,23.0,23.125,A department store at a large mall claims that over 60 percent of the mall’s visitors shop at that store. Let p = the proportion of the mall’s visitors who shop at the store. Which of the following pairs of hypotheses should be used to support this claim?
54,high_school_statistics,test,D,D,1,24.75,24.625,24.125,25.25,Which of the following can affect the value of the correlation r?
55,high_school_statistics,test,C,D,0,24.75,24.875,25.875,25.375,"In general, how does tripling the sample size change the confidence interval size?"
56,high_school_statistics,test,B,A,0,23.5,24.875,24.375,24.5,"Suppose the correlation between two variables is r = 0.19. What is the new correlation if 0.23 is added to all values of the x-variable, every value of the y-variable is doubled, and the two variables are interchanged?"
57,high_school_statistics,test,B,D,0,23.5,23.75,23.5,23.375,"Students in AP Statistics class were timed in seconds while solving a series of mathematical brainteasers. One student's time had a standardized score of z = 2.40. If the times are all changed to minutes, what will then be the student's standardized score?"
58,high_school_statistics,test,B,C,0,25.25,26.625,26.625,25.375,"An experiment was designed to test the effects of three different types of paint on the durability of wooden toys. Because boys and girls tend to play differently with toys, a randomly selected group of children was divided into two groups by sex. Which of the following statements about this experiment is true?"
59,high_school_statistics,test,C,D,0,21.875,22.0,22.375,22.25,Suppose there is a correlation of r = 0.9 between number of hours per day students study and GPAs. Which of the following is a reasonable conclusion?
60,high_school_statistics,test,C,C,1,20.875,21.25,21.75,21.25,"Estrella wants to become a paramedic and takes a screening exam. Scores on the exam have been approximately normally distributed over the years it has been given. The exam is normed with a mean of 80 and a standard deviation of 9. Only those who score in the top 15% on the test are invited back for further evaluation. Estrella received a 90 on the test. What was her percentile rank on the test, and did she qualify for further evaluation?"
61,high_school_statistics,test,C,D,0,25.25,27.5,28.125,24.875,"To test whether extensive exercise lowers the resting heart rate, a study is performed by randomly selecting half of a group of volunteers to exercise 1 hour each morning, while the rest are instructed to perform no exercise. Is this study an experiment or an observational study?"
62,high_school_statistics,test,D,D,1,21.5,21.75,21.625,21.875,"Both over-the-counter niacin and the prescription drug Lipitor are known to lower blood cholesterol levels. In one double-blind study Lipitor outperformed niacin. The 95% confidence interval estimate of the difference in mean cholesterol level lowering was (18, 41). Which of the following is a reasonable conclusion?"
63,high_school_statistics,test,D,A,0,22.0,21.875,21.625,22.125,"Fifty oranges of one variety were selected at random and weighed. A 95 percent confidence interval computed from the sample weights to estimate the mean weight of oranges of this variety is (7.58, 8.72) ounces. Which of the following statements is true with respect to the confidence level used?"
64,high_school_statistics,test,B,D,0,22.5,23.625,23.125,22.875,There are two games involving flipping a fair coin. In the first game you win a prize if you can throw between 45% and 55% heads. In the second game you win if you can throw more than 80% heads. For each game would you rather flip the coin 30 times or 300 times?
65,high_school_statistics,test,C,D,0,25.0,25.625,28.0,26.625,A company is interested in comparing the mean sales revenue per salesperson at two different locations. The manager takes a random sample of 10 salespeople from each location independently and records the sales revenue generated by each person during the last four weeks. He decides to use a t-test to compare the mean sales revenue at the two locations. Which of the following assumptions is necessary for the validity of the t-test?
66,high_school_statistics,test,B,B,1,23.625,24.625,24.0,24.0,"Suppose you did 10 independent tests of the form H0: μ = 25 versus Ha: μ < 25, each at the α = 0.05 significance level. What is the probability of committing a Type I error and incorrectly rejecting a true H0 with at least one of the 10 tests?"
67,high_school_statistics,test,B,B,1,22.5,23.125,23.125,22.75,"Suppose that 60% of a particular electronic part last over 3 years, while 70% last less than 6 years. Assuming a normal distribution, what are the mean and standard deviation with regard to length of life of these parts?"
68,high_school_statistics,test,A,A,1,20.625,20.5,20.125,19.75,"A psychologist believes that positive rewards for proper behavior are more effective than punishment for bad behavior in promoting good behavior in children. A scale of ""proper behavior"" is developed. μ1= the ""proper behavior"" rating for children receiving positive rewards, and μ2= the ""proper behavior"" rating for children receiving punishment. If H0: μ1− μ2= 0, which of the following is the proper statement of HA?"
69,high_school_statistics,test,B,B,1,23.5,24.125,23.0,23.625,A confidence interval estimate is determined from the monthly grocery expenditures in a random sample of n families. Which of the following will result in a smaller margin of error? I. A smaller confidence level. II. A smaller sample standard deviation. III. A smaller sample size
70,high_school_statistics,test,C,C,1,19.25,21.0,26.75,21.125,Which of the following is not important in the design of experiments?
71,high_school_statistics,test,D,D,1,24.375,23.625,23.5,24.5,Which of the following is a correct statement?
72,high_school_statistics,test,B,B,1,25.125,27.875,19.75,21.5,Define a new measurement as the difference between the 60th and 40th percentile scores in a population. This measurement will give information concerning
73,high_school_statistics,test,D,C,0,22.875,22.75,22.75,23.5,Which of the following is notrequired in a binomial setting?
74,high_school_statistics,test,B,D,0,22.875,24.0,23.25,23.25,"A publisher used standard boxes for shipping books. The mean weight of books packed per box is 25 pounds, with a standard deviation of two pounds. The mean weight of the boxes is one pound, with a standard deviation of 0.15 pounds. The mean weight of the packing material used per box is two pounds, with a standard deviation of 0.25 pounds. What is the standard deviation of the weights of the packed boxes?"
75,high_school_statistics,test,D,B,0,24.875,25.125,24.5,25.375,"A group of scientists wanted to estimate the proportion of geese returning to the same site for the next breeding season. Suppose they decided to increase the sample size from 200 to 2,000. How will this affect the distribution of the sample proportion?"
76,high_school_statistics,test,D,D,1,24.625,25.125,25.0,25.375,A telephone survey of 400 registered voters showed that 256 had not yet made up their minds 1 month before the election. How sure can we be that between 60% and 68% of the electorate were still undecided at that time?
77,high_school_statistics,test,B,C,0,23.25,23.625,23.25,23.25,"Players in the National Football League weigh, on average, about 248 pounds with a standard deviation of about 47 pounds. If four players are to be selected at random, the expected value of the random variable W, the total combined weight of the four players, is 992 pounds. The standard deviation of Wis approximately"
78,high_school_statistics,test,D,A,0,22.125,21.875,22.375,22.75,"""A hypothesis test yields a P-value of 0.20."" Which of the following best describes what is meant by this statement?"
79,high_school_statistics,test,C,C,1,24.25,25.125,25.25,24.25,Which of the following is not true with regard to contingency tables for chi-square tests for independence?
80,high_school_statistics,test,D,D,1,22.625,22.875,23.0,23.625,The observed times (in minutes) it takes a runner to complete a marathon are normally distributed. The z-score for his running time this week is –2. Which one of the following statements is a correct interpretation of his z-score?
81,high_school_statistics,test,B,C,0,22.25,22.875,22.25,22.5,The mean Law School Aptitude Test (LSAT) score for applicants to a particular law school is 650 with a standard deviation of 45. Suppose that only applicants with scores above 700 are considered. What percentage of the applicants considered have scores below 740? (Assume the scores are normally distributed.)
82,high_school_statistics,test,B,C,0,23.625,24.0,23.75,23.875,"On the same test, Mary and Pam scored at the 64th and 56th percentiles, respectively. Which of the following is a true statement?"
83,high_school_statistics,test,C,D,0,22.75,23.0,23.5,22.875,"A study looked at medical records of about 23,000 patients, mostly in Asia. They found that patients who drank at least three cups of green tea per day had a much lower incidence of depression. In an American newspaper article about this study, which of the following statements should not be made?"
84,high_school_statistics,test,A,D,0,23.5,23.375,23.375,22.875,A researcher planning a survey of school principals in a particular state has lists of the school principals employed in each of the 125 school districts. The procedure is to obtain a random sample of principals from each of the districts rather than grouping all the lists together and obtaining a sample from the entire group. Which of the following is a correct conclusion?
85,high_school_statistics,test,C,C,1,23.0,23.375,23.625,23.375,"In an experiment, the control group should receive"
86,high_school_statistics,test,D,D,1,22.375,21.625,22.375,22.875,"Tina’s science fair project was to estimate the mean amount of chemicals in her city’s water supply. At first, she had decided to use a random sample of 15 observations. But her teacher asked her to take 35 observations. The mean and standard deviation from 35 observations turned out to be approximately the same as those from 15 observations. Is there any advantage in using 35 observations instead of 15 observations?"
87,high_school_statistics,test,C,B,0,22.5,23.625,24.25,23.625,"The total cholesterol level in a large population of people is strongly skewed right with a mean of 210 mg/dL and a standard deviation of 15 mg/dL. If random samples of size 16 are repeatedly drawn from this population, which of the following appropriately describes the sampling distribution of these sample means?"
88,high_school_statistics,test,B,C,0,23.0,23.25,23.0,22.625,"An experiment is conducted in which the response variable is the average gain in participants' performance in the long jump. A two-sample t-test with a 5% level of significance will be used to analyze the results. If all else is kept the same, which of the following descriptions of a possible change in procedure is true?"
89,high_school_statistics,test,B,C,0,23.125,24.875,24.375,24.25,"An assembly line machine is supposed to turn out ball bearings with a diameter of 1.25 centimeters. Each morning the first 30 bearings produced are pulled and measured. If their mean diameter is under 1.23 centimeters or over 1.27 centimeters, the machinery is stopped and an engineer is called to make adjustments before production is resumed. The quality control procedure may be viewed as a hypothesis test with the null hypothesis H0: μ = 1.25 and the alternative hypothesis Ha: μ ≠ 1.25. The engineer is asked to make adjustments when the null hypothesis is rejected. In test terminology, what would a Type II error result in?"
90,high_school_statistics,test,B,D,0,23.5,24.0,23.625,23.625,We are interested in the proportion p of people who are unemployed in a large city. Eight percent of a simple random sample of 500 people are unemployed. What is the midpoint for a 95% confidence interval estimate of p?
91,high_school_statistics,test,D,D,1,22.625,22.625,22.125,23.25,An insurance company wishes to study the number of years drivers in a large city go between automobile accidents. They plan to obtain and analyze the data from a sample of drivers. Which of the following is a true statement?
92,high_school_statistics,test,D,D,1,23.0,23.125,23.625,24.5,Which of the following is the central limit theorem?
93,high_school_statistics,test,C,B,0,23.125,23.375,23.875,23.0,"A manufacturer of ready-bake cake mixes is interested in designing an experiment to test the effects of four different temperature levels (300, 325, 350, and 375F), two different types of pans (glass and metal), and three different types of ovens (gas, electric, and microwave) on the texture of its cakes, in all combinations. Which of the following below is the best description of the design of the necessary experiment?"
94,high_school_statistics,test,B,B,1,23.25,25.375,23.25,22.375,"A study is made to determine whether more hours of academic studying leads to higher point scoring by basketball players. In surveying 50 basketball players, it is noted that the 25 who claim to study the most hours have a higher point average than the 25 who study less. Based on this study, the coach begins requiring the players to spend more time studying. Which of the following is a correct statement?"
95,high_school_statistics,test,D,D,1,23.5,24.0,23.5,24.125,"Biologists around the world have increased efforts at conservation. Monitoring wildlife populations is important so that appropriate management efforts can be implemented, but such monitoring is often difficult. One study found a cheap and easy way to estimate the number of nesting sites of terns (a type of seabird) by monitoring the number of calls heard per minute. More calls happen when there are more birds, as one would expect. In fact, it turned out that the number of calls explained 71% of the variation in the abundance of nests between breeding sites. Which of the following statements is correct about the correlation between the number of calls and the abundance of nests?"
96,high_school_statistics,test,C,D,0,23.25,23.625,25.625,25.125,"A company has 1000 employees evenly distributed throughout five assembly plants. A sample of 30 employees is to be chosen as follows. Each of the five managers will be asked to place the 200 time cards of their respective employees in a bag, shake them up, and randomly draw out six names. The six names from each plant will be put together to make up the sample. Will this method result in a simple random sample of the 1000 employees?"
97,high_school_statistics,test,A,B,0,27.75,27.5,23.75,24.75,"A doctor hopes that a new surgery technique will shorten the recovery time compared to the standard technique. To test this, he designed an experiment in which patients who required this type of surgery were randomly assigned to the standard technique or the new technique. Then the mean recovery time for each treatment group was compared. Assuming conditions for inference were met, which analysis should be used?"
98,high_school_statistics,test,B,C,0,23.75,24.25,23.25,22.75,A researcher plans a study to examine long-term confidence in the U.S. economy among the adult population. She obtains a simple random sample of 30 adults as they leave a Wall Street office building one weekday afternoon. All but two of the adults agree to participate in the survey. Which of the following conclusions is correct?
99,high_school_statistics,test,B,A,0,25.0,25.625,23.875,23.875,"To study the effect of music on piecework output at a clothing manufacturer, two experimental treatments are planned: day-long classical music for one group versus day-long light rock music for another. Which one of the following groups would serve best as a control for this study?"
100,high_school_statistics,test,B,D,0,22.5,23.0,22.75,22.875,"During the years 1886 through 2000 there were an average of 8.7 tropical cyclones per year, of which an average of 5.1 became hurricanes. Assuming that the probability of any cyclone becoming a hurricane is independent of what happens to any other cyclone, if there are five cyclones in one year, what is the probability that at least three become hurricanes?"
101,high_school_statistics,test,D,A,0,23.75,25.125,24.875,26.25,A chi-squared test of independence is to be performed on a 3 × 4 contingency table. How many degrees of freedom does this test have?
102,high_school_statistics,test,B,C,0,21.75,22.5,22.0,21.875,"At a large hospital, the durations of emergency room visits, from check-in to discharge, are approximately normally distributed with a mean of 167 minutes and a standard deviation of 76 minutes. Which interval, to the nearest minute, contains the middle 80% of durations?"
103,high_school_statistics,test,A,B,0,24.0,23.75,23.375,23.375,The relation between studying time (in hours) and grade on a final exam (0-100) in a random sample of students in math class was found to be Grade = 50.25 + 10.2 (h) How will a student’s grade be affected if she studies for two hours?
104,high_school_statistics,test,C,C,1,24.75,25.75,28.125,23.375,"A producer of skin care products has created a new formula for its cream to cure acne. To compare the effectiveness of the new cream to that of the old cream, it conducted a double-blind randomized experiment. Volunteers with acne tried the old formula on one side of their face and the new formula on the other, and which side got which formula was determined randomly. The response variable was the difference in the number of pimples (old formula - new formula). Which is the correct significance test to perform?"
105,high_school_statistics,test,C,D,0,23.0,24.125,24.625,24.25,"A pharmaceutical company wants to test a new cholesterol-reducing drug against the previous drug. It does not anticipate much association between cholesterol level and gender, but it does anticipate an association between cholesterol level and the amount of exercise a person gets. For a randomized block design, it should:"
106,high_school_statistics,test,B,A,0,22.25,24.125,23.25,23.875,"An experiment is to be conducted to determine whether taking fish oil capsules or garlic capsules has more of an effect on cholesterol levels. In past studies it was noted that daily exercise intensity (low, moderate, high) is associated with cholesterol level, but average sleep length (< 5, 5 - 8, > 8 hours) is not associated with cholesterol level. This experiment should be done"
107,high_school_statistics,test,D,C,0,25.625,25.625,25.25,25.875,"A test for heartworm in dogs shows a positive result in 96% of dogs that actually have heartworm, and shows a negative result in 98% of dogs with no heartworm. If heartworm actually occurs in 10% of dogs, what is the probability that a randomly selected dog that tested positive for heartworm actually has heartworm?"
108,high_school_statistics,test,B,B,1,22.625,23.0,22.75,22.5,"Suppose X and Y are random variables with μx = 32, σx = 5, μy = 44, and σy = 12. Given that X and Y are independent, what are the mean and standard deviation of the random variable X + Y?"
109,high_school_statistics,test,B,D,0,23.375,24.5,24.125,24.375,A high school sent a survey to a randomly selected sample of 75 of last year's graduating class. 27 of those selected did not return the survey. The best plan of action would be to:
110,high_school_statistics,test,B,B,1,24.25,24.875,23.75,24.125,"Mr. Bee's statistics class had a standard deviation of 11.2 on a standardized test, while Mr. Em's class had a standard deviation of 5.6 on the same test. Which of the following is the most reasonable conclusion concerning the two classes' performance on the test?"
111,high_school_statistics,test,B,A,0,24.75,25.375,24.25,24.5,"When a patient complains to the doctor about a certain set of symptoms, the doctor diagnoses the patient with Condition A 15% of the time. If a patient with these symptoms is diagnosed with Condition A, he or she is diagnosed with Condition B 70% of the time. A patient with these symptoms that is not diagnosed with Condition A is diagnosed with Condition B 10% of the time. What is the probability that a patient with this set of symptoms will be diagnosed with at least one of these conditions?"
112,high_school_statistics,test,C,A,0,24.25,24.0,27.875,25.0,A simple random sample is defined by
113,high_school_statistics,test,D,B,0,22.125,22.0,21.75,22.25,"In one study on the effect that eating meat products has on weight level, an SRS of 500 subjects who admitted to eating meat at least once a day had their weights compared with those of an independent SRS of 500 people who claimed to be vegetarians. In a second study, an SRS of 500 subjects were served at least one meat meal per day for 6 months, while an independent SRS of 500 others were chosen to receive a strictly vegetarian diet for 6 months, with weights compared after 6 months."
114,high_school_statistics,test,A,D,0,23.75,23.5,23.375,23.625,Which of these is a correct description of the term?
115,high_school_statistics,test,A,D,0,23.75,23.5,23.375,23.5,"In the jury pool available for this week, 30 percent of potential jurors are women. A particular trial requires that, out of a jury of 12, at least three are women. If a jury of 12 is to be selected at random from the pool, what is the probability it meets the requirements of this trial?"
116,high_school_statistics,test,B,D,0,23.125,23.875,23.25,23.25,"An employment placement agency specializes in placing workers in jobs suited for them. From past experience, the agency knows that 20% of all the workers it places will no longer be at the position in which they were placed after one year; however, only 5% of those remaining after the first year leave during the next year. At the start of a year an employer hires 100 workers using this agency, then at the start of the next year the employer hires 100 more. How many of these 200 workers are expected to be on the job at the end of the second year?"
117,high_school_statistics,test,D,D,1,21.5,23.875,23.875,27.375,A newspaper reporter examined police reports of accidents during the past 12 months to collect data about the speed of a car and its stopping distance. The reporter then constructed a scatterplot and computed a correlation coefficient to show the relation between a car’s speed and its stopping distance. This is an example of
118,high_school_statistics,test,C,B,0,22.75,23.75,24.375,23.0,In which of the following situations is a binomial model not an appropriate model to describe the outcome?
